Elspot Prices in DKK/MWh;;;;;;;;;;;;;;;;;;
30/08/2016;211,70;258,57;258,57;258,57;258,57;263,80;258,44;258,57;177,18;177,18;153,26;241,52;241,52;196,14;263,80;263,80;263,80;
31/08/2016;198,95;241,46;241,46;243,87;246,28;246,57;240,87;246,57;176,22;176,22;150,03;199,50;199,50;195,75;246,57;269,36;272,43;
01/09/2016;189,90;226,77;226,77;226,77;226,77;228,22;227,32;227,35;171,39;171,39;140,51;205,31;205,31;189,72;228,22;246,97;246,97;
02/09/2016;185,27;224,95;224,95;224,95;224,95;234,25;223,09;224,95;170,68;170,68;134,08;221,66;221,66;187,38;234,25;254,15;254,15;
03/09/2016;176,82;211,00;211,00;211,00;211,00;211,00;216,30;216,30;170,79;170,79;125,69;201,97;201,97;183,50;211,00;231,06;231,06;
04/09/2016;170,48;193,66;193,66;193,66;193,66;193,66;182,97;193,66;166,64;166,64;134,30;190,35;190,35;179,37;193,66;202,80;202,80;
05/09/2016;198,83;264,31;264,31;272,63;272,63;272,67;273,70;273,70;169,76;169,63;148,40;208,65;208,65;193,05;272,67;272,67;272,67;
06/09/2016;193,30;222,07;222,07;225,95;228,59;275,37;225,08;242,75;194,20;174,45;159,00;208,55;208,55;193,79;275,37;275,41;275,41;
07/09/2016;185,09;206,69;206,69;217,37;218,44;247,76;217,37;221,52;178,50;170,13;148,63;200,39;200,39;189,73;247,76;254,12;254,12;
08/09/2016;194,49;234,17;234,17;237,04;237,04;263,97;235,13;237,04;186,52;175,94;150,58;214,00;214,00;189,40;263,97;264,69;264,69;
09/09/2016;189,27;221,59;221,59;234,18;234,24;297,70;234,18;237,73;172,48;172,28;145,55;212,19;212,19;187,84;297,70;298,31;298,31;
10/09/2016;180,65;205,18;205,18;205,18;205,18;228,90;200,11;205,21;174,18;174,18;142,79;202,37;202,37;181,34;228,90;252,99;252,99;
11/09/2016;171,29;185,46;185,46;185,46;185,46;185,46;200,41;201,09;174,54;174,54;148,62;184,18;184,18;174,47;185,46;232,17;232,17;
12/09/2016;190,62;223,79;223,79;228,05;228,05;259,50;225,38;228,05;187,71;176,77;148,76;215,62;215,62;186,35;259,50;261,30;261,30;
13/09/2016;192,02;228,97;228,97;228,97;228,97;278,72;220,86;228,97;177,41;177,41;149,24;225,84;225,84;186,82;267,06;267,06;267,06;
14/09/2016;194,25;224,36;224,36;224,36;228,47;290,24;204,90;228,47;176,62;176,62;154,33;224,35;224,35;186,06;275,41;275,41;275,41;
15/09/2016;192,51;219,38;219,38;219,38;221,55;261,49;205,17;221,55;173,88;173,88;156,15;216,13;216,13;182,20;261,49;261,49;261,49;
16/09/2016;183,62;205,54;205,54;205,54;205,54;247,25;185,26;205,54;171,88;171,88;151,82;204,65;204,65;181,93;247,25;247,25;247,25;
17/09/2016;178,63;196,07;196,07;196,07;196,07;201,54;192,29;196,07;177,38;177,38;152,63;196,07;196,07;177,49;201,54;202,29;202,29;
18/09/2016;176,81;198,71;198,71;198,71;198,71;198,71;184,17;198,71;170,30;170,30;156,68;198,71;198,71;176,56;198,71;209,65;209,65;
19/09/2016;209,12;259,52;259,52;259,52;259,52;261,55;259,13;259,82;178,92;178,92;173,52;245,67;245,67;189,63;261,55;269,62;269,62;
20/09/2016;203,24;254,31;254,31;254,31;257,38;254,86;258,37;258,96;179,20;179,20;179,14;237,16;237,16;190,06;254,86;272,53;272,53;
21/09/2016;203,75;234,98;234,98;234,98;239,06;253,98;260,97;262,26;181,36;181,36;181,29;234,98;234,98;193,81;253,98;261,83;261,83;
22/09/2016;198,01;234,22;234,22;234,22;256,82;261,83;242,99;257,96;179,32;179,32;179,32;234,22;234,22;190,00;261,83;297,37;297,37;
23/09/2016;194,50;224,75;224,75;224,75;231,50;254,40;216,29;240,85;178,98;178,98;178,98;224,75;224,75;189,12;254,40;278,45;278,45;
24/09/2016;185,35;209,06;209,06;209,06;209,06;210,57;206,46;226,44;178,46;178,33;178,33;209,06;209,06;180,47;210,57;259,67;259,67;
25/09/2016;175,19;190,85;190,85;190,85;190,85;191,81;169,22;202,36;169,29;167,27;167,27;190,85;190,85;177,31;191,81;235,34;235,34;
26/09/2016;202,59;231,59;231,59;231,59;258,64;268,20;271,64;338,41;188,48;179,97;179,97;231,59;231,59;187,77;268,20;277,28;277,28;
27/09/2016;193,77;217,93;217,93;217,93;232,48;257,88;219,76;307,31;178,05;177,60;177,60;218,04;218,04;187,32;257,88;258,60;258,60;
28/09/2016;171,43;176,17;176,17;176,17;176,17;218,37;156,01;196,90;162,01;161,56;161,56;186,94;186,94;185,83;218,37;221,59;221,59;
29/09/2016;173,35;175,98;175,98;175,98;175,98;227,12;146,24;187,94;171,87;156,19;156,19;185,21;185,21;183,16;227,12;228,56;228,56;
30/09/2016;174,34;183,22;183,22;183,22;183,22;228,58;168,00;238,95;182,57;164,60;164,60;183,62;183,62;187,46;228,58;233,05;233,05;
01/10/2016;188,88;200,84;200,84;200,84;213,10;224,12;221,80;241,38;199,06;179,66;178,22;201,25;201,25;183,05;224,12;254,69;254,69;
02/10/2016;191,80;205,62;205,62;205,62;207,29;224,39;223,56;226,30;202,94;181,50;181,50;205,62;205,62;185,67;224,39;235,90;235,90;
03/10/2016;204,39;221,07;221,07;221,07;221,07;302,99;201,86;226,18;220,39;192,05;190,31;222,00;222,00;195,21;302,99;304,17;304,17;
04/10/2016;205,53;225,88;225,88;225,88;225,88;281,79;221,51;226,67;225,88;192,58;191,21;227,88;227,88;194,85;281,79;281,79;281,79;
05/10/2016;206,21;228,47;228,47;228,47;228,47;258,92;197,38;221,23;228,39;194,88;194,88;235,95;235,95;196,69;258,92;259,40;259,40;
06/10/2016;210,40;240,57;240,57;240,57;240,57;292,96;185,98;231,86;214,69;199,13;199,28;246,67;246,67;193,24;292,96;295,36;292,61;
07/10/2016;214,84;244,47;244,47;244,47;244,47;290,31;208,42;277,60;217,47;203,40;202,99;247,22;247,22;196,14;290,31;309,68;309,68;
08/10/2016;215,28;238,34;238,34;238,34;238,34;238,34;213,75;238,34;209,81;209,81;209,81;245,93;245,93;197,56;238,34;274,38;274,38;
09/10/2016;217,95;235,60;235,60;235,60;235,60;235,60;216,68;235,27;216,47;213,51;213,51;246,63;246,63;198,14;235,60;249,88;249,88;
10/10/2016;243,38;359,93;359,93;359,93;359,93;359,93;312,44;359,93;249,77;216,97;216,88;272,64;272,64;204,13;359,93;362,72;362,72;
11/10/2016;239,78;272,31;272,31;272,31;284,85;272,31;221,05;285,49;267,07;218,83;218,83;272,33;272,33;203,97;272,31;294,91;294,91;
12/10/2016;246,89;293,18;293,18;293,18;293,18;293,18;257,08;293,18;290,28;219,43;219,43;293,79;293,79;205,56;293,18;293,18;293,18;
13/10/2016;249,66;315,50;315,50;315,50;315,50;315,50;232,16;276,02;314,03;222,69;222,69;317,28;317,28;203,46;315,50;315,50;315,50;
14/10/2016;233,85;264,16;264,16;264,16;264,16;265,22;207,09;220,97;241,75;217,50;222,91;264,16;264,16;204,35;265,22;267,88;267,88;
15/10/2016;221,82;229,54;229,54;229,54;229,54;229,54;192,81;223,86;226,32;220,76;221,57;236,67;236,67;201,15;229,54;229,54;229,54;
16/10/2016;229,10;236,14;236,14;236,14;236,14;236,14;233,45;248,34;229,13;228,95;229,13;236,63;236,63;201,06;236,14;236,14;236,14;
17/10/2016;245,28;267,17;267,17;267,17;289,59;267,17;234,65;311,62;228,55;228,55;228,55;268,25;268,25;208,26;267,17;289,23;289,59;
18/10/2016;258,15;273,99;273,99;273,99;305,21;275,18;268,45;306,20;238,94;238,94;238,94;275,54;275,54;212,62;275,18;304,18;305,21;
19/10/2016;264,70;284,90;284,90;284,90;307,08;287,48;261,97;305,72;244,43;243,52;244,43;289,16;289,16;214,64;287,48;306,54;307,08;
20/10/2016;274,36;298,41;298,41;298,41;299,17;298,41;268,89;297,10;251,46;250,65;251,46;304,26;304,26;209,92;298,41;298,41;299,17;
21/10/2016;262,18;286,94;286,94;286,94;286,94;286,94;246,51;286,26;262,88;246,52;251,02;290,70;290,70;209,33;286,94;287,65;287,65;
22/10/2016;254,38;261,78;261,78;261,78;261,78;261,78;249,72;262,09;255,10;249,72;255,10;271,93;271,93;206,42;261,78;261,78;261,78;
23/10/2016;254,66;261,68;261,68;261,68;261,68;261,68;257,95;261,68;254,79;251,85;254,79;272,38;272,38;207,31;261,68;261,68;261,68;
24/10/2016;283,91;301,09;301,09;301,09;301,09;301,09;300,65;301,01;259,63;259,63;259,63;306,20;306,20;214,90;301,09;301,09;301,09;
25/10/2016;304,91;382,31;382,31;382,31;382,31;382,31;387,15;387,27;263,30;263,24;263,30;383,61;383,61;217,57;382,31;382,31;382,31;
26/10/2016;297,91;331,95;331,95;331,95;331,95;331,95;295,57;331,10;263,46;263,46;263,46;331,95;331,95;231,93;331,95;331,95;331,95;
27/10/2016;275,50;289,50;289,50;289,50;289,50;289,50;267,74;288,80;261,13;260,15;261,13;289,50;289,50;227,25;289,50;290,26;290,26;
28/10/2016;250,26;256,92;256,92;256,92;256,92;257,04;240,18;250,76;250,76;245,11;251,57;256,98;256,98;220,81;257,04;257,04;257,04;
29/10/2016;242,92;241,53;241,53;241,53;241,53;241,53;240,75;240,75;244,22;244,22;244,22;241,53;241,53;239,68;241,53;241,53;241,53;
30/10/2016;266,05;269,26;269,26;269,26;269,52;269,26;269,30;269,53;263,52;262,52;262,52;269,26;269,26;242,06;269,26;269,26;269,26;
31/10/2016;305,06;326,05;326,05;326,05;326,05;326,05;319,72;320,78;276,43;276,27;276,43;325,65;325,65;248,82;326,05;326,05;326,05;
01/11/2016;269,91;284,84;284,84;284,84;284,84;284,84;260,51;284,84;276,18;260,51;267,41;286,51;286,51;230,75;284,84;284,84;284,84;
02/11/2016;277,88;286,31;286,31;286,31;286,31;286,31;282,12;286,31;285,55;275,60;276,14;286,66;286,66;238,08;285,69;285,69;285,69;
03/11/2016;310,32;337,45;337,45;337,45;337,45;337,45;336,79;337,45;334,77;287,75;288,18;329,36;329,36;237,68;337,45;337,45;337,45;
04/11/2016;298,12;311,12;311,12;311,12;311,12;311,12;308,01;311,12;291,05;286,69;289,24;311,64;311,64;233,76;311,12;311,12;311,12;
05/11/2016;286,21;290,22;290,22;290,22;290,22;290,22;289,02;290,22;290,22;289,02;290,11;291,82;291,82;228,33;290,22;290,22;290,22;
06/11/2016;274,73;284,80;284,80;284,80;284,80;284,80;264,67;282,95;284,80;267,38;280,95;295,79;295,79;230,35;284,80;284,80;284,80;
07/11/2016;316,88;336,14;336,14;336,14;336,14;336,14;305,82;336,14;336,14;305,82;312,45;346,49;346,49;242,72;333,21;332,96;332,96;
08/11/2016;355,63;405,12;405,12;405,12;405,12;405,12;401,05;405,12;397,23;305,17;308,23;406,43;406,43;243,96;397,84;379,80;379,80;
09/11/2016;347,13;372,65;372,65;372,65;372,65;372,65;355,75;372,65;372,65;327,81;334,43;374,47;374,47;245,99;368,47;359,26;359,26;
10/11/2016;349,94;407,54;407,54;407,54;407,54;407,54;389,09;407,54;352,27;296,30;302,31;408,04;408,04;256,21;402,14;395,97;395,97;
11/11/2016;341,11;412,34;412,34;412,34;412,34;412,34;354,90;412,34;365,13;299,01;306,00;412,34;412,34;258,44;409,32;364,47;364,47;
12/11/2016;297,24;319,54;319,54;319,54;319,54;319,54;280,91;319,54;293,53;280,84;293,53;320,23;320,23;240,06;319,54;319,54;319,54;
13/11/2016;288,95;304,14;304,14;304,14;304,14;304,14;276,42;304,14;289,73;276,36;289,73;314,25;314,25;234,94;302,90;300,16;300,16;
14/11/2016;296,67;318,25;318,25;318,25;318,25;318,47;270,91;318,25;292,93;271,86;292,93;322,44;322,44;240,47;315,43;314,74;314,74;
15/11/2016;289,42;304,93;304,93;304,93;304,93;305,88;268,48;304,93;297,81;268,48;291,81;309,46;309,46;237,04;304,30;303,18;303,18;
16/11/2016;292,41;317,64;317,64;317,64;317,64;317,64;275,96;317,64;301,53;269,02;289,44;318,15;318,15;234,91;314,50;312,09;312,09;
17/11/2016;277,61;296,33;296,33;296,33;296,33;296,33;236,47;296,33;277,71;260,53;275,67;310,07;310,07;230,91;295,59;294,88;294,82;
18/11/2016;268,29;278,08;278,08;278,08;278,08;281,63;179,89;278,08;276,36;252,40;274,40;300,64;300,64;233,69;281,63;280,70;280,70;
19/11/2016;260,16;257,79;257,79;257,79;257,79;257,79;222,38;257,79;263,37;258,42;263,25;291,82;291,82;230,52;257,79;257,79;257,79;
20/11/2016;255,26;264,90;264,90;264,90;264,90;264,90;109,73;264,90;266,43;249,59;266,33;289,06;289,06;232,93;264,90;264,90;264,90;
21/11/2016;278,51;261,06;261,06;261,06;261,06;261,06;239,36;258,93;276,95;272,61;276,95;305,80;305,80;242,77;261,06;261,06;261,06;
22/11/2016;284,18;291,00;291,00;291,00;291,00;291,00;263,86;291,00;271,50;268,05;271,50;315,00;315,00;238,25;291,00;291,00;291,00;
23/11/2016;285,41;294,75;294,75;294,75;296,69;294,75;272,56;296,69;271,95;270,12;270,23;307,94;307,94;245,90;294,75;294,75;296,69;
24/11/2016;282,65;292,51;292,51;292,51;294,82;292,51;278,15;294,82;267,58;267,33;267,58;301,52;301,52;247,00;292,51;292,51;294,82;
25/11/2016;274,91;287,11;287,11;287,11;307,75;289,55;272,78;308,42;269,61;265,91;266,72;285,77;285,77;244,77;289,55;289,55;307,75;
26/11/2016;241,95;242,13;242,13;242,13;242,13;242,13;239,08;242,13;246,04;242,99;246,04;242,13;242,13;230,16;242,13;242,13;242,13;
27/11/2016;241,91;229,11;229,11;229,11;229,11;229,11;228,89;229,11;246,57;246,35;246,57;253,17;253,17;226,25;229,11;229,11;229,11;
28/11/2016;290,70;307,30;307,30;307,30;307,30;307,30;300,75;305,58;310,38;268,69;268,92;301,61;301,61;243,04;306,36;306,36;306,36;
29/11/2016;274,88;291,52;291,52;291,52;291,52;291,52;255,48;291,52;290,84;255,72;270,01;293,15;293,15;228,61;290,88;290,88;290,88;
30/11/2016;256,76;260,90;260,90;260,90;260,90;260,90;237,69;260,90;267,77;245,85;258,52;271,26;271,26;220,61;260,90;260,90;260,90;
01/12/2016;253,51;269,60;269,60;269,60;269,60;269,60;200,14;240,04;269,42;241,25;255,53;276,35;276,35;220,72;269,60;269,60;269,60;
02/12/2016;265,22;273,66;273,66;273,66;273,66;273,66;229,47;249,93;268,35;257,21;258,72;284,27;284,27;219,59;273,66;273,66;273,66;
03/12/2016;267,09;281,29;281,29;281,29;281,29;281,29;260,59;281,29;261,64;259,53;259,53;284,26;284,26;210,49;281,29;281,29;281,29;
04/12/2016;255,21;261,20;261,20;261,20;261,20;261,20;256,66;261,20;254,99;254,94;254,99;261,20;261,20;204,58;261,20;261,20;261,20;
05/12/2016;259,67;272,30;272,30;272,30;272,30;272,30;258,04;272,30;250,99;249,40;250,99;272,94;272,94;215,77;271,94;273,65;273,65;
06/12/2016;311,71;391,35;391,35;391,35;400,32;391,35;391,35;400,32;336,17;248,26;251,63;317,73;317,73;219,29;391,09;391,80;391,80;
07/12/2016;248,93;266,07;266,07;266,07;267,24;266,07;233,88;266,55;255,77;234,58;243,42;265,99;265,99;214,40;266,09;272,74;272,74;
08/12/2016;229,45;229,86;229,86;229,86;229,86;280,96;200,55;206,87;229,76;222,84;226,46;229,86;229,86;212,18;280,96;280,96;280,96;
09/12/2016;226,51;232,35;232,35;232,35;232,35;253,49;218,61;232,35;222,88;219,37;219,37;232,35;232,35;206,85;253,49;257,86;257,86;
10/12/2016;223,78;234,14;234,14;234,14;234,14;234,14;208,57;225,56;228,61;218,90;219,12;234,14;234,14;207,24;234,14;236,07;236,07;
11/12/2016;224,80;236,42;236,42;236,42;236,42;236,42;213,83;234,90;228,73;220,77;221,55;236,42;236,42;208,74;236,42;236,42;236,42;
12/12/2016;271,82;320,06;320,06;320,06;320,06;320,06;303,48;319,72;307,14;232,11;232,11;279,19;279,19;215,94;320,06;320,06;320,06;
13/12/2016;252,21;261,34;261,34;261,34;290,68;284,52;259,37;290,68;258,62;236,93;236,93;248,63;248,63;216,02;284,52;284,19;292,68;
14/12/2016;272,75;303,49;303,49;303,49;322,83;325,90;301,24;322,83;246,80;240,88;239,91;264,56;264,56;215,96;325,90;325,67;326,26;
15/12/2016;264,23;297,52;297,52;297,52;332,89;332,26;249,74;332,89;294,95;239,59;239,63;277,13;277,13;213,39;332,26;332,26;334,58;
16/12/2016;271,75;324,62;324,62;342,30;345,31;342,30;299,13;345,31;332,92;237,03;237,03;296,88;296,88;208,49;342,30;342,30;345,31;
17/12/2016;241,46;257,43;257,43;257,43;263,04;257,43;246,53;263,04;251,74;235,45;234,92;246,86;246,86;198,72;257,43;259,66;263,04;
18/12/2016;235,24;244,32;244,32;244,32;252,20;244,32;238,35;252,20;239,41;230,73;230,27;236,33;236,33;200,30;244,32;244,32;252,20;
19/12/2016;245,20;252,50;252,50;252,50;278,88;256,27;252,50;278,88;251,66;234,99;234,99;234,99;234,99;214,93;256,27;256,27;278,88;
20/12/2016;237,72;242,13;242,13;242,13;306,98;242,64;241,22;306,98;241,28;230,50;230,50;235,45;235,45;218,59;242,64;242,64;306,98;
21/12/2016;221,56;222,24;222,24;222,24;222,24;228,86;221,08;273,39;222,24;221,08;221,61;222,24;222,24;215,70;228,86;228,86;229,86;
22/12/2016;217,61;218,51;218,51;218,51;272,91;224,76;216,76;272,91;218,94;216,98;216,98;216,75;216,75;210,25;227,84;248,46;274,77;
23/12/2016;207,18;202,93;202,93;202,93;202,93;204,11;194,63;198,07;210,76;210,76;210,76;205,26;205,26;204,72;204,11;206,10;206,10;
24/12/2016;190,21;161,75;161,75;161,75;161,75;161,75;49,11;78,29;209,05;209,05;209,05;184,11;184,11;184,11;161,75;161,75;161,75;
25/12/2016;185,37;160,17;160,17;160,17;160,17;160,17;-18,45;-15,38;210,47;210,47;210,47;182,66;182,66;183,17;160,17;160,17;160,17;
26/12/2016;182,41;168,69;168,69;168,69;168,69;168,69;-46,67;-46,67;209,30;209,30;209,30;168,69;168,69;181,47;168,69;168,69;168,69;
27/12/2016;198,20;189,82;189,82;189,82;189,82;192,40;35,51;72,49;210,76;210,74;210,76;202,60;202,60;200,36;192,40;192,40;192,40;
28/12/2016;227,71;231,86;231,86;231,86;240,15;240,15;221,26;233,89;230,12;224,37;224,47;221,67;221,67;208,52;240,15;240,15;240,15;
29/12/2016;225,14;226,73;226,73;226,73;227,84;237,19;223,43;227,84;226,73;223,43;224,20;224,20;224,20;209,50;237,19;237,19;237,19;
30/12/2016;216,33;213,98;213,98;213,98;213,98;218,32;213,97;213,98;218,15;218,14;218,15;213,98;213,98;212,64;218,32;218,32;218,32;
31/12/2016;198,97;173,75;173,75;173,75;173,75;173,75;173,75;173,75;209,74;209,74;209,74;190,11;190,11;190,11;173,75;173,75;173,75;